uid,n_interactions,n_questions,n_kcs,accuracy_total,repeat_rate,first_accuracy,repeat_accuracy,first_timestamp,last_timestamp,repeat_gain,sequence_duration_days,activity_bucket,cohort
827,385,280,157,0.631169,0.142857,0.639394,0.581818,1597539383000,1621849508000,-0.057576,281.367188,alta,mixed_profile
828,295,260,140,0.854237,0.074576,0.85348,0.863636,1594637330000,1621574476000,0.010157,311.772523,media,high_accuracy_low_repeat
834,633,463,172,0.273302,0.153239,0.274254,0.268041,1599903936000,1622290712000,-0.006212,259.106204,muy alta,mixed_profile
839,256,235,124,0.859375,0.078125,0.877119,0.65,1593838172000,1622276820000,-0.227119,329.151019,baja,high_accuracy_low_repeat
845,245,190,106,0.714286,0.110204,0.711009,0.740741,1594340399000,1622195101000,0.029732,322.392384,baja,mixed_profile
855,410,367,174,0.95122,0.1,0.948509,0.97561,1596370289000,1622286776000,0.0271,299.95934,alta,high_accuracy_low_repeat
858,332,270,142,0.894578,0.135542,0.888502,0.933333,1594029482000,1621857650000,0.044832,322.085278,media,high_accuracy_low_repeat
866,297,243,120,0.942761,0.154882,0.940239,0.956522,1601126266000,1621731331000,0.016283,238.484549,media,high_accuracy_low_repeat
868,357,287,153,0.915966,0.112045,0.911672,0.95,1593653585000,1615368440000,0.038328,251.32934,alta,high_accuracy_low_repeat
872,430,391,186,0.925581,0.088372,0.92602,0.921053,1593331408000,1622283607000,-0.004968,335.094896,muy alta,high_accuracy_low_repeat
873,265,206,106,0.803774,0.135849,0.79476,0.861111,1599994620000,1618825520000,0.066351,217.950231,baja,mixed_profile
876,250,209,115,0.82,0.16,0.804762,0.9,1597559712000,1621341431000,0.095238,275.251377,baja,mixed_profile
877,314,269,136,0.949045,0.133758,0.941176,1.0,1595167386000,1621256917000,0.058824,301.962164,media,high_accuracy_low_repeat
886,524,451,186,0.843511,0.133588,0.839207,0.871429,1597896027000,1621862162000,0.032222,277.385822,muy alta,mixed_profile
896,257,228,113,0.669261,0.108949,0.676856,0.607143,1597242411000,1621050031000,-0.069713,275.551157,baja,mixed_profile
897,264,236,109,0.897727,0.106061,0.889831,0.964286,1595908168000,1620998265000,0.074455,290.394641,baja,high_accuracy_low_repeat
899,248,200,90,0.78629,0.108871,0.79638,0.703704,1600422371000,1617011100000,-0.092676,191.999178,baja,mixed_profile
900,335,291,159,0.928358,0.128358,0.928082,0.930233,1593931599000,1622269044000,0.00215,327.979688,alta,high_accuracy_low_repeat
910,480,381,166,0.839583,0.141667,0.864078,0.691176,1601128424000,1621859635000,-0.172901,239.944572,muy alta,mixed_profile
914,391,337,169,0.741688,0.132992,0.752212,0.673077,1597023184000,1621740130000,-0.079135,286.075764,alta,mixed_profile
917,494,421,168,0.659919,0.1417,0.648585,0.728571,1597044945000,1622286481000,0.079987,292.147407,muy alta,mixed_profile
919,452,356,170,0.825221,0.115044,0.8225,0.846154,1593596911000,1615203517000,0.023654,250.076458,muy alta,mixed_profile
921,229,197,119,0.659389,0.122271,0.656716,0.678571,1595143109000,1621047803000,0.021855,299.822847,baja,mixed_profile
927,436,334,169,0.866972,0.16055,0.863388,0.885714,1594534663000,1621849776000,0.022326,316.147141,muy alta,high_accuracy_low_repeat
928,322,236,118,0.776398,0.170807,0.756554,0.872727,1603100710000,1621151091000,0.116173,208.916447,media,mixed_profile
934,258,229,113,0.96124,0.112403,0.960699,0.965517,1597571132000,1621590326000,0.004819,277.999931,baja,high_accuracy_low_repeat
935,228,193,112,0.745614,0.118421,0.731343,0.851852,1599993012000,1621770896000,0.120509,252.058843,baja,mixed_profile
936,238,217,128,0.722689,0.088235,0.728111,0.666667,1596523605000,1621083191000,-0.061444,284.254468,baja,mixed_profile
941,420,340,165,0.657143,0.157143,0.635593,0.772727,1597987090000,1622247803000,0.137134,280.795289,muy alta,mixed_profile
943,367,310,138,0.907357,0.144414,0.898089,0.962264,1600936899000,1622257326000,0.064175,246.764201,alta,high_accuracy_low_repeat
946,393,350,142,0.916031,0.099237,0.915254,0.923077,1600821776000,1622270812000,0.007823,248.252731,alta,high_accuracy_low_repeat
951,481,386,152,0.837838,0.116424,0.823529,0.946429,1594460757000,1622259743000,0.122899,321.747523,muy alta,mixed_profile
960,219,168,86,0.899543,0.082192,0.895522,0.944444,1599893847000,1621758653000,0.048922,253.064884,baja,high_accuracy_low_repeat
966,219,201,103,0.931507,0.082192,0.930348,0.944444,1593776802000,1615898271000,0.014096,256.035521,baja,high_accuracy_low_repeat
967,376,338,172,0.837766,0.101064,0.843195,0.789474,1595243747000,1622291500000,-0.053722,313.052697,alta,mixed_profile
971,423,312,148,0.865248,0.165485,0.852691,0.928571,1595930129000,1621749140000,0.07588,298.831146,muy alta,high_accuracy_low_repeat
979,378,287,153,0.714286,0.119048,0.723724,0.644444,1594460703000,1622290561000,-0.079279,322.104838,alta,mixed_profile
984,299,249,132,0.87291,0.133779,0.88417,0.8,1599224875000,1621769560000,-0.08417,260.933854,media,high_accuracy_low_repeat
994,431,369,169,0.726218,0.134571,0.731903,0.689655,1594522556000,1621740660000,-0.042248,315.024352,muy alta,mixed_profile
1001,508,412,164,0.84252,0.15748,0.85514,0.775,1599269166000,1622258130000,-0.08014,266.075972,muy alta,mixed_profile
1002,273,236,115,0.893773,0.135531,0.894068,0.891892,1599833111000,1621646769000,-0.002176,252.472894,baja,high_accuracy_low_repeat
1009,267,205,114,0.868914,0.123596,0.888889,0.727273,1599135614000,1621739120000,-0.161616,261.614653,baja,high_accuracy_low_repeat
1010,532,421,174,0.928571,0.137218,0.928105,0.931507,1601099812000,1622291359000,0.003402,245.272535,muy alta,high_accuracy_low_repeat
1016,353,286,149,0.86119,0.167139,0.860544,0.864407,1595638501000,1622031792000,0.003863,305.477905,alta,high_accuracy_low_repeat
1017,278,217,109,0.780576,0.125899,0.794239,0.685714,1594448715000,1615196772000,-0.108524,240.139549,media,mixed_profile
1019,289,243,124,0.930796,0.148789,0.930894,0.930233,1597736232000,1621685115000,-0.000662,277.186146,media,high_accuracy_low_repeat
1028,277,226,129,0.765343,0.140794,0.768908,0.74359,1595144708000,1622029602000,-0.025318,311.167755,media,mixed_profile
1029,365,299,146,0.849315,0.120548,0.841121,0.909091,1595658317000,1621866409000,0.067969,303.334398,alta,mixed_profile
1031,520,459,180,0.744231,0.111538,0.738095,0.793103,1599836657000,1622256927000,0.055008,259.493866,muy alta,mixed_profile
1039,343,303,156,0.868805,0.107872,0.862745,0.918919,1595664347000,1621746687000,0.056174,301.878935,alta,high_accuracy_low_repeat
1042,521,411,192,0.902111,0.159309,0.906393,0.879518,1597537571000,1622282092000,-0.026875,286.394919,muy alta,high_accuracy_low_repeat
1052,303,245,132,0.742574,0.155116,0.746094,0.723404,1595305426000,1622256773000,-0.022689,311.936887,media,mixed_profile
1063,244,199,106,0.487705,0.106557,0.490826,0.461538,1594029352000,1622255277000,-0.029287,326.688947,baja,mixed_profile
1065,380,274,136,0.842105,0.136842,0.835366,0.884615,1595160780000,1622274309000,0.04925,313.813993,alta,mixed_profile
1068,284,202,127,0.623239,0.116197,0.633466,0.545455,1594460720000,1621850819000,-0.088012,317.015035,media,mixed_profile
1075,536,416,172,0.886194,0.139925,0.882863,0.906667,1600429526000,1621849568000,0.023803,247.917153,muy alta,high_accuracy_low_repeat
1077,234,197,129,0.594017,0.115385,0.594203,0.592593,1594460709000,1622256828000,-0.00161,321.71434,baja,mixed_profile
1085,321,294,160,0.919003,0.084112,0.918367,0.925926,1593819130000,1621246296000,0.007559,317.444051,media,high_accuracy_low_repeat
1090,277,214,120,0.819495,0.090253,0.813492,0.88,1597990012000,1621588925000,0.066508,273.135567,media,mixed_profile
1091,440,347,171,0.881818,0.140909,0.873016,0.935484,1594460701000,1622015785000,0.062468,318.924583,muy alta,high_accuracy_low_repeat
1092,283,236,97,0.180212,0.081272,0.192308,0.043478,1597657511000,1616806314000,-0.148829,221.629664,media,mixed_profile
1100,314,262,143,0.920382,0.156051,0.909434,0.979592,1594030837000,1622030873000,0.070158,324.074491,media,high_accuracy_low_repeat
1101,355,321,171,0.887324,0.095775,0.912773,0.647059,1594015932000,1622267268000,-0.265714,326.983056,alta,high_accuracy_low_repeat
1108,329,265,166,0.632219,0.139818,0.628975,0.652174,1597992315000,1622287089000,0.023199,281.189514,media,mixed_profile
1113,511,429,180,0.747554,0.144814,0.750572,0.72973,1595305420000,1622287727000,-0.020842,312.29522,muy alta,mixed_profile
1115,415,356,161,0.655422,0.120482,0.630137,0.84,1597539314000,1621849550000,0.209863,281.368472,alta,mixed_profile
1126,462,346,164,0.831169,0.12987,0.830846,0.833333,1594460707000,1621849512000,0.002488,317.000058,muy alta,mixed_profile
1130,529,402,194,0.89414,0.1569,0.896861,0.879518,1594460717000,1622270413000,-0.017343,321.871481,muy alta,high_accuracy_low_repeat
1131,293,223,143,0.863481,0.102389,0.855513,0.933333,1594461000000,1621849515000,0.07782,316.996701,media,high_accuracy_low_repeat
1135,294,245,109,0.727891,0.153061,0.702811,0.866667,1596502559000,1621505930000,0.163855,289.390868,media,mixed_profile
1136,503,419,182,0.759443,0.137177,0.760369,0.753623,1596422354000,1621606275000,-0.006745,291.480567,muy alta,mixed_profile
1143,313,254,139,0.670927,0.13738,0.677778,0.627907,1597559712000,1621331109000,-0.049871,275.13191,media,mixed_profile
1145,265,236,110,0.781132,0.075472,0.783673,0.75,1594464575000,1612275141000,-0.033673,206.14081,baja,mixed_profile
1153,387,339,162,0.956072,0.108527,0.956522,0.952381,1595201545000,1622033490000,-0.004141,310.554919,alta,high_accuracy_low_repeat
1154,231,207,125,0.900433,0.103896,0.903382,0.875,1595158311000,1620481516000,-0.028382,293.09265,baja,high_accuracy_low_repeat
1158,322,222,127,0.754658,0.118012,0.742958,0.842105,1594439108000,1621859237000,0.099148,317.362604,media,mixed_profile
1160,385,341,142,0.916883,0.111688,0.912281,0.953488,1594525361000,1621734510000,0.041208,314.920706,alta,high_accuracy_low_repeat
1161,457,388,186,0.680525,0.126915,0.674185,0.724138,1595636770000,1621728695000,0.049952,301.989873,muy alta,mixed_profile
1162,485,362,168,0.950515,0.173196,0.942643,0.988095,1595918705000,1621765214000,0.045452,299.14941,muy alta,high_accuracy_low_repeat
1163,387,342,152,0.852713,0.116279,0.859649,0.8,1593856173000,1612784391000,-0.059649,219.076597,alta,high_accuracy_low_repeat
1164,505,437,183,0.881188,0.132673,0.876712,0.910448,1594427108000,1622288951000,0.033735,322.475035,muy alta,high_accuracy_low_repeat
1177,640,536,207,0.867188,0.134375,0.864621,0.883721,1595924249000,1622281414000,0.0191,305.05978,muy alta,high_accuracy_low_repeat
1178,228,202,105,0.758772,0.109649,0.763547,0.72,1596780708000,1612233359000,-0.043547,178.850127,baja,mixed_profile
1181,240,209,117,0.820833,0.120833,0.829384,0.758621,1594035885000,1622196029000,-0.070763,325.927593,baja,mixed_profile
1189,607,509,204,0.889621,0.14827,0.891683,0.877778,1595241722000,1614945903000,-0.013905,228.05765,muy alta,high_accuracy_low_repeat
1197,438,363,153,0.783105,0.109589,0.789744,0.729167,1596538013000,1622204128000,-0.060577,297.061516,muy alta,mixed_profile
1198,325,266,139,0.92,0.086154,0.922559,0.892857,1594460703000,1615112367000,-0.029702,239.023889,media,high_accuracy_low_repeat
1207,336,289,108,0.877976,0.136905,0.886207,0.826087,1599881595000,1622266692000,-0.06012,259.086771,alta,high_accuracy_low_repeat
1209,268,242,106,0.630597,0.093284,0.621399,0.72,1600430319000,1622257693000,0.098601,252.631644,baja,mixed_profile
1212,314,271,136,0.964968,0.124204,0.967273,0.948718,1594428946000,1615111891000,-0.018555,239.385938,media,high_accuracy_low_repeat
1215,318,234,141,0.726415,0.138365,0.711679,0.818182,1594439141000,1613795525000,0.106503,224.032222,media,mixed_profile
1216,346,267,128,0.815029,0.109827,0.837662,0.631579,1595228231000,1621601446000,-0.206083,305.245544,alta,mixed_profile
1225,237,201,112,0.729958,0.130802,0.723301,0.774194,1602842122000,1618064935000,0.050893,176.189965,baja,mixed_profile
1229,225,195,118,0.911111,0.106667,0.930348,0.75,1595327356000,1621759536000,-0.180348,305.928009,baja,high_accuracy_low_repeat
1230,370,298,133,0.464865,0.191892,0.494983,0.338028,1599230225000,1622258135000,-0.156955,266.526736,alta,mixed_profile
1232,472,386,169,0.800847,0.150424,0.798005,0.816901,1595241692000,1614995113000,0.018896,228.627558,muy alta,mixed_profile
1237,270,226,127,0.840741,0.12963,0.834043,0.885714,1595638505000,1621427533000,0.051672,298.48412,baja,mixed_profile
1238,382,321,158,0.84555,0.159686,0.847352,0.836066,1596801733000,1621724991000,-0.011286,288.463634,alta,mixed_profile
1239,561,434,187,0.907308,0.103387,0.906561,0.913793,1597104125000,1621745628000,0.007232,285.202581,muy alta,high_accuracy_low_repeat
1241,281,219,129,0.88968,0.185053,0.882096,0.923077,1595154452000,1622274338000,0.040981,313.887569,media,high_accuracy_low_repeat
1245,416,309,164,0.733173,0.132212,0.722992,0.8,1594448733000,1622244552000,0.077008,321.710868,alta,mixed_profile
1251,252,224,115,0.892857,0.111111,0.883929,0.964286,1595918465000,1622256895000,0.080357,304.84294,baja,high_accuracy_low_repeat
1253,365,269,155,0.624658,0.115068,0.625387,0.619048,1597539321000,1621331162000,-0.006339,275.36853,alta,mixed_profile
1268,254,223,103,0.88189,0.122047,0.887892,0.83871,1602499930000,1615208784000,-0.049183,147.093218,baja,high_accuracy_low_repeat
1270,288,250,138,0.944444,0.125,0.948413,0.916667,1599286536000,1621763907000,-0.031746,260.154757,media,high_accuracy_low_repeat
1274,422,331,165,0.71564,0.125592,0.726287,0.641509,1594428913000,1621741435000,-0.084778,316.117153,muy alta,mixed_profile
1278,328,240,149,0.914634,0.128049,0.923077,0.857143,1594460710000,1621734605000,-0.065934,315.670081,media,high_accuracy_low_repeat
1280,243,194,128,0.814815,0.160494,0.803922,0.871795,1594460729000,1621849513000,0.067873,316.999815,baja,mixed_profile
1283,330,275,151,0.909091,0.139394,0.908451,0.913043,1594428920000,1621250747000,0.004593,310.437812,media,high_accuracy_low_repeat
1285,295,246,143,0.888136,0.166102,0.894309,0.857143,1593596989000,1621854462000,-0.037166,327.054086,media,high_accuracy_low_repeat
1290,577,446,182,0.904679,0.129983,0.898406,0.946667,1594460704000,1621741188000,0.04826,315.746343,muy alta,high_accuracy_low_repeat
1292,305,254,137,0.803279,0.157377,0.805447,0.791667,1594547170000,1621737727000,-0.013781,314.705521,media,mixed_profile
1303,234,194,135,0.722222,0.128205,0.730392,0.666667,1594460705000,1621512053000,-0.063725,313.094306,baja,mixed_profile
1304,347,302,157,0.550432,0.129683,0.536424,0.644444,1593563848000,1621738969000,0.108021,326.100938,alta,mixed_profile
1305,369,305,153,0.96477,0.132791,0.965625,0.959184,1593526432000,1612255096000,-0.006441,216.766944,alta,high_accuracy_low_repeat
1306,569,468,179,0.899824,0.13181,0.894737,0.933333,1596455285000,1622028173000,0.038596,295.9825,muy alta,high_accuracy_low_repeat
1309,300,254,139,0.886667,0.136667,0.88417,0.902439,1597539314000,1621331108000,0.018269,275.367986,media,high_accuracy_low_repeat
1314,378,323,154,0.891534,0.119048,0.885886,0.933333,1594460709000,1621849532000,0.047447,317.000266,alta,high_accuracy_low_repeat
1320,287,239,126,0.728223,0.160279,0.721992,0.76087,1599646767000,1622030895000,0.038878,259.075556,media,mixed_profile
1324,532,398,176,0.883459,0.142857,0.881579,0.894737,1594460898000,1621849506000,0.013158,316.997778,muy alta,high_accuracy_low_repeat
1340,487,404,188,0.829569,0.13963,0.823389,0.867647,1597654056000,1622290980000,0.044258,285.149583,muy alta,mixed_profile
1341,506,414,185,0.974308,0.13834,0.970183,1.0,1595647549000,1622282166000,0.029817,308.27103,muy alta,high_accuracy_low_repeat
1344,242,179,99,0.64876,0.095041,0.657534,0.565217,1599958505000,1621745104000,-0.092317,252.159711,baja,mixed_profile
1348,251,205,114,0.729084,0.139442,0.712963,0.828571,1594370009000,1621759609000,0.115608,317.009259,baja,mixed_profile
1351,308,235,139,0.915584,0.146104,0.923954,0.866667,1594460710000,1621860233000,-0.057288,317.124109,media,high_accuracy_low_repeat
1360,276,227,101,0.84058,0.126812,0.846473,0.8,1600772506000,1622026289000,-0.046473,245.992859,media,mixed_profile
1363,311,264,118,0.974277,0.138264,0.970149,1.0,1601298399000,1621651972000,0.029851,235.573762,media,high_accuracy_low_repeat
1365,322,286,139,0.636646,0.108696,0.634146,0.657143,1600868865000,1622282115000,0.022997,247.838542,media,mixed_profile
1381,477,386,176,0.769392,0.129979,0.773494,0.741935,1594460733000,1621744748000,-0.031558,315.787211,muy alta,mixed_profile
1383,242,213,104,0.780992,0.115702,0.780374,0.785714,1595122364000,1622204707000,0.00534,313.453044,baja,mixed_profile
1385,321,261,146,0.906542,0.140187,0.902174,0.933333,1597053388000,1621761483000,0.031159,285.973322,media,high_accuracy_low_repeat
1390,287,253,133,0.804878,0.111498,0.796078,0.875,1594460716000,1621860723000,0.078922,317.129711,media,mixed_profile
1396,348,281,139,0.942529,0.152299,0.935593,0.981132,1594034203000,1621762187000,0.045539,320.925741,alta,high_accuracy_low_repeat
1397,242,208,128,0.466942,0.119835,0.483568,0.344828,1593944789000,1622289882000,-0.13874,328.068206,baja,mixed_profile
1399,302,249,140,0.917219,0.155629,0.905882,0.978723,1599567338000,1622195920000,0.072841,261.904884,media,high_accuracy_low_repeat
1400,294,244,130,0.846939,0.142857,0.837302,0.904762,1596502515000,1622210769000,0.06746,297.549236,media,mixed_profile
1401,242,185,101,0.640496,0.169421,0.636816,0.658537,1595745344000,1622258541000,0.021721,306.865706,baja,mixed_profile
1402,232,204,108,0.758621,0.116379,0.765854,0.703704,1599995854000,1621730723000,-0.06215,251.560984,baja,mixed_profile
1415,376,293,152,0.928191,0.164894,0.917197,0.983871,1594460703000,1622201711000,0.066674,321.076481,alta,high_accuracy_low_repeat
1421,406,301,151,0.524631,0.142857,0.520115,0.551724,1598175917000,1622259499000,0.031609,278.745162,alta,mixed_profile
1428,397,283,148,0.695214,0.146096,0.672566,0.827586,1593319869000,1622248164000,0.15502,334.818229,alta,mixed_profile
1430,341,279,139,0.788856,0.093842,0.79288,0.75,1594460704000,1622195346000,-0.04288,321.002801,alta,mixed_profile
1431,417,349,175,0.956835,0.129496,0.955923,0.962963,1596794189000,1621864487000,0.00704,290.165486,alta,high_accuracy_low_repeat
