uid,progress_bin,n,accuracy,repeat_rate
704,75-100%,138,0.905797,0.253623
705,0-25%,114,0.745614,0.078947
705,25-50%,114,0.824561,0.210526
705,50-75%,114,0.824561,0.096491
705,75-100%,115,0.843478,0.2
708,0-25%,161,0.770186,0.180124
708,25-50%,161,0.875776,0.086957
708,50-75%,161,0.869565,0.10559
708,75-100%,161,0.863354,0.118012
711,0-25%,147,0.755102,0.115646
711,25-50%,147,0.891156,0.115646
711,50-75%,147,0.931973,0.122449
711,75-100%,147,0.884354,0.22449
717,0-25%,127,0.968504,0.047244
717,25-50%,128,0.960938,0.140625
717,50-75%,127,0.96063,0.086614
717,75-100%,128,0.96875,0.21875
719,0-25%,80,0.825,0.05
719,25-50%,80,0.85,0.175
719,50-75%,80,0.9,0.05
719,75-100%,81,0.839506,0.185185
723,0-25%,124,0.919355,0.104839
723,25-50%,124,0.870968,0.129032
723,50-75%,124,0.846774,0.072581
723,75-100%,124,0.790323,0.266129
727,0-25%,56,0.946429,0.107143
727,25-50%,57,0.947368,0.052632
727,50-75%,56,0.910714,0.089286
727,75-100%,57,0.947368,0.070175
733,0-25%,61,0.803279,0.147541
733,25-50%,62,0.822581,0.241935
733,50-75%,62,0.758065,0.016129
733,75-100%,62,0.677419,0.129032
737,0-25%,57,0.596491,0.122807
737,25-50%,57,0.789474,0.087719
737,50-75%,57,0.842105,0.105263
737,75-100%,58,0.862069,0.034483
744,0-25%,126,0.944444,0.103175
744,25-50%,127,0.984252,0.102362
744,50-75%,126,0.992063,0.103175
744,75-100%,127,0.992126,0.204724
745,0-25%,100,0.84,0.07
745,25-50%,100,0.84,0.09
745,50-75%,100,0.75,0.11
745,75-100%,100,0.71,0.27
750,0-25%,103,0.883495,0.097087
750,25-50%,103,0.815534,0.087379
750,50-75%,103,0.854369,0.07767
750,75-100%,103,0.747573,0.116505
751,0-25%,65,0.8,0.123077
751,25-50%,65,0.938462,0.092308
751,50-75%,65,0.923077,0.092308
751,75-100%,65,0.876923,0.138462
757,0-25%,67,0.791045,0.089552
757,25-50%,67,0.716418,0.074627
757,50-75%,67,0.58209,0.059701
757,75-100%,67,0.716418,0.19403
761,0-25%,129,0.790698,0.085271
761,25-50%,129,0.697674,0.077519
761,50-75%,129,0.75969,0.286822
761,75-100%,129,0.852713,0.170543
764,0-25%,54,0.759259,0.018519
764,25-50%,55,0.854545,0.109091
764,50-75%,54,0.814815,0.055556
764,75-100%,55,0.818182,0.072727
768,0-25%,73,0.821918,0.068493
768,25-50%,73,0.849315,0.09589
768,50-75%,73,0.863014,0.164384
768,75-100%,74,0.918919,0.027027
771,0-25%,90,0.877778,0.1
771,25-50%,90,0.766667,0.144444
771,50-75%,90,0.755556,0.044444
771,75-100%,91,0.714286,0.208791
777,0-25%,71,0.929577,0.070423
777,25-50%,71,0.957746,0.169014
777,50-75%,71,0.901408,0.126761
777,75-100%,71,0.915493,0.070423
780,0-25%,73,0.547945,0.027397
780,25-50%,74,0.72973,0.067568
780,50-75%,74,0.797297,0.108108
780,75-100%,74,0.756757,0.175676
786,0-25%,63,0.873016,0.015873
786,25-50%,64,0.90625,0.1875
786,50-75%,63,0.873016,0.206349
786,75-100%,64,0.5625,0.15625
787,0-25%,88,0.840909,0.056818
787,25-50%,89,0.921348,0.213483
787,50-75%,88,0.818182,0.068182
787,75-100%,89,0.842697,0.179775
790,0-25%,81,0.777778,0.160494
790,25-50%,82,0.817073,0.182927
790,50-75%,81,0.925926,0.111111
790,75-100%,82,0.987805,0.256098
791,0-25%,79,0.734177,0.126582
791,25-50%,79,0.848101,0.075949
791,50-75%,79,0.898734,0.151899
791,75-100%,79,0.860759,0.240506
793,0-25%,100,0.5,0.2
793,25-50%,100,0.62,0.15
793,50-75%,100,0.69,0.06
793,75-100%,100,0.57,0.22
801,0-25%,104,0.653846,0.076923
801,25-50%,105,0.542857,0.104762
801,50-75%,104,0.663462,0.038462
801,75-100%,105,0.790476,0.161905
803,0-25%,67,0.850746,0.0
803,25-50%,68,0.882353,0.117647
803,50-75%,67,0.850746,0.089552
803,75-100%,68,0.970588,0.147059
812,0-25%,77,0.831169,0.090909
812,25-50%,78,0.897436,0.141026
812,50-75%,78,0.948718,0.076923
812,75-100%,78,0.794872,0.076923
819,0-25%,58,0.258621,0.034483
819,25-50%,59,0.271186,0.152542
819,50-75%,58,0.37931,0.103448
819,75-100%,59,0.338983,0.20339
820,0-25%,76,0.697368,0.105263
820,25-50%,76,0.828947,0.118421
820,50-75%,76,0.802632,0.171053
820,75-100%,76,0.763158,0.184211
822,0-25%,112,0.6875,0.1875
822,25-50%,113,0.867257,0.053097
822,50-75%,113,0.867257,0.141593
822,75-100%,113,0.849558,0.221239
826,0-25%,63,0.777778,0.111111
826,25-50%,63,0.968254,0.095238
826,50-75%,63,0.984127,0.190476
826,75-100%,64,0.984375,0.1875
827,0-25%,96,0.65625,0.083333
827,25-50%,96,0.583333,0.145833
827,50-75%,96,0.625,0.145833
827,75-100%,97,0.659794,0.195876
828,0-25%,73,0.863014,0.09589
828,25-50%,74,0.810811,0.040541
828,50-75%,74,0.824324,0.121622
828,75-100%,74,0.918919,0.040541
834,0-25%,158,0.303797,0.14557
834,25-50%,158,0.28481,0.075949
834,50-75%,158,0.291139,0.151899
834,75-100%,159,0.213836,0.238994
839,0-25%,64,0.90625,0.015625
839,25-50%,64,0.96875,0.03125
839,50-75%,64,0.828125,0.140625
839,75-100%,64,0.734375,0.125
845,0-25%,61,0.672131,0.098361
845,25-50%,61,0.655738,0.065574
845,50-75%,61,0.704918,0.081967
845,75-100%,62,0.822581,0.193548
855,0-25%,102,0.95098,0.088235
855,25-50%,103,0.980583,0.048544
855,50-75%,102,0.921569,0.117647
855,75-100%,103,0.951456,0.145631
858,0-25%,83,0.843373,0.012048
858,25-50%,83,0.963855,0.156627
858,50-75%,83,0.951807,0.144578
858,75-100%,83,0.819277,0.228916
866,0-25%,74,0.945946,0.148649
866,25-50%,74,0.986486,0.148649
866,50-75%,74,0.864865,0.081081
866,75-100%,75,0.973333,0.24
868,0-25%,89,0.88764,0.067416
868,25-50%,89,0.910112,0.134831
868,50-75%,89,0.94382,0.11236
868,75-100%,90,0.922222,0.133333
872,0-25%,107,0.981308,0.093458
872,25-50%,108,0.925926,0.111111
872,50-75%,107,0.878505,0.065421
872,75-100%,108,0.916667,0.083333
873,0-25%,66,0.727273,0.106061
873,25-50%,66,0.757576,0.136364
873,50-75%,66,0.848485,0.060606
873,75-100%,67,0.880597,0.238806
876,0-25%,62,0.709677,0.096774
876,25-50%,63,0.920635,0.142857
876,50-75%,62,0.870968,0.145161
876,75-100%,63,0.777778,0.253968
877,0-25%,78,0.961538,0.038462
877,25-50%,79,0.949367,0.164557
877,50-75%,78,0.987179,0.205128
877,75-100%,79,0.898734,0.126582
886,0-25%,131,0.832061,0.083969
886,25-50%,131,0.839695,0.10687
886,50-75%,131,0.824427,0.099237
886,75-100%,131,0.877863,0.244275
896,0-25%,64,0.796875,0.109375
896,25-50%,64,0.78125,0.078125
896,50-75%,64,0.53125,0.125
896,75-100%,65,0.569231,0.123077
897,0-25%,66,0.80303,0.090909
897,25-50%,66,0.984848,0.106061
897,50-75%,66,0.833333,0.106061
897,75-100%,66,0.969697,0.121212
899,0-25%,62,0.774194,0.080645
899,25-50%,62,0.774194,0.241935
899,50-75%,62,0.806452,0.048387
899,75-100%,62,0.790323,0.064516
900,0-25%,83,0.963855,0.096386
900,25-50%,84,0.892857,0.095238
900,50-75%,84,0.928571,0.166667
900,75-100%,84,0.928571,0.154762
910,0-25%,120,0.933333,0.208333
910,25-50%,120,0.883333,0.05
910,50-75%,120,0.9,0.058333
910,75-100%,120,0.641667,0.25
914,0-25%,97,0.752577,0.123711
914,25-50%,98,0.836735,0.112245
914,50-75%,98,0.755102,0.102041
914,75-100%,98,0.622449,0.193878
917,0-25%,123,0.504065,0.121951
917,25-50%,124,0.556452,0.145161
917,50-75%,123,0.780488,0.073171
917,75-100%,124,0.798387,0.225806
919,0-25%,113,0.716814,0.097345
919,25-50%,113,0.849558,0.115044
919,50-75%,113,0.849558,0.106195
919,75-100%,113,0.884956,0.141593
921,0-25%,57,0.736842,0.087719
921,25-50%,57,0.54386,0.122807
921,50-75%,57,0.77193,0.157895
921,75-100%,58,0.586207,0.12069
927,0-25%,109,0.834862,0.100917
927,25-50%,109,0.798165,0.183486
927,50-75%,109,0.889908,0.06422
927,75-100%,109,0.944954,0.293578
928,0-25%,80,0.725,0.225
928,25-50%,81,0.740741,0.074074
928,50-75%,80,0.7875,0.1125
928,75-100%,81,0.851852,0.271605
934,0-25%,64,0.953125,0.03125
934,25-50%,65,0.969231,0.138462
934,50-75%,64,0.984375,0.21875
934,75-100%,65,0.938462,0.061538
935,0-25%,57,0.736842,0.070175
935,25-50%,57,0.842105,0.105263
935,50-75%,57,0.754386,0.105263
935,75-100%,57,0.649123,0.192982
936,0-25%,59,0.644068,0.118644
936,25-50%,60,0.65,0.033333
936,50-75%,59,0.881356,0.118644
936,75-100%,60,0.716667,0.083333
941,0-25%,105,0.619048,0.104762
941,25-50%,105,0.6,0.171429
941,50-75%,105,0.571429,0.095238
941,75-100%,105,0.838095,0.257143
943,0-25%,91,0.901099,0.142857
943,25-50%,92,0.858696,0.065217
943,50-75%,92,0.880435,0.152174
943,75-100%,92,0.98913,0.217391
946,0-25%,98,0.928571,0.05102
946,25-50%,98,0.94898,0.091837
946,50-75%,98,0.918367,0.091837
946,75-100%,99,0.868687,0.161616
951,0-25%,120,0.875,0.133333
951,25-50%,120,0.7,0.033333
951,50-75%,120,0.9,0.1
951,75-100%,121,0.876033,0.198347
960,0-25%,54,0.851852,0.12963
960,25-50%,55,0.890909,0.036364
960,50-75%,55,0.909091,0.072727
960,75-100%,55,0.945455,0.090909
966,0-25%,54,0.907407,0.166667
966,25-50%,55,1.0,0.018182
966,50-75%,55,0.963636,0.090909
966,75-100%,55,0.854545,0.054545
967,0-25%,94,0.840426,0.074468
967,25-50%,94,0.87234,0.06383
967,50-75%,94,0.765957,0.095745
967,75-100%,94,0.87234,0.170213
971,0-25%,105,0.87619,0.07619
971,25-50%,106,0.830189,0.122642
971,50-75%,106,0.858491,0.150943
971,75-100%,106,0.896226,0.311321
979,0-25%,94,0.670213,0.074468
979,25-50%,95,0.757895,0.115789
979,50-75%,94,0.840426,0.085106
979,75-100%,95,0.589474,0.2
984,0-25%,74,0.905405,0.108108
984,25-50%,75,0.88,0.053333
984,50-75%,75,0.88,0.133333
984,75-100%,75,0.826667,0.24
994,0-25%,107,0.626168,0.11215
994,25-50%,108,0.75,0.074074
994,50-75%,108,0.75,0.101852
994,75-100%,108,0.777778,0.25
1001,0-25%,127,0.889764,0.141732
1001,25-50%,127,0.834646,0.110236
1001,50-75%,127,0.834646,0.11811
1001,75-100%,127,0.811024,0.259843
1002,0-25%,68,0.867647,0.161765
1002,25-50%,68,0.852941,0.088235
1002,50-75%,68,0.926471,0.132353
1002,75-100%,69,0.927536,0.15942
1009,0-25%,66,0.939394,0.106061
1009,25-50%,67,0.910448,0.074627
1009,50-75%,67,0.791045,0.149254
1009,75-100%,67,0.835821,0.164179
1010,0-25%,133,0.954887,0.135338
1010,25-50%,133,0.992481,0.12782
1010,50-75%,133,0.909774,0.067669
1010,75-100%,133,0.857143,0.218045
1016,0-25%,88,0.829545,0.125
1016,25-50%,88,0.829545,0.113636
1016,50-75%,88,0.909091,0.147727
1016,75-100%,89,0.876404,0.280899
1017,0-25%,69,0.753623,0.086957
1017,25-50%,70,0.9,0.157143
1017,50-75%,69,0.608696,0.188406
1017,75-100%,70,0.857143,0.071429
1019,0-25%,72,0.916667,0.111111
1019,25-50%,72,0.888889,0.194444
1019,50-75%,72,0.958333,0.069444
1019,75-100%,73,0.958904,0.219178
1028,0-25%,69,0.782609,0.057971
1028,25-50%,69,0.637681,0.15942
1028,50-75%,69,0.724638,0.072464
1028,75-100%,70,0.914286,0.271429
1029,0-25%,91,0.692308,0.065934
1029,25-50%,91,0.857143,0.054945
1029,50-75%,91,0.934066,0.142857
1029,75-100%,92,0.913043,0.217391
1031,0-25%,130,0.823077,0.1
1031,25-50%,130,0.792308,0.076923
1031,50-75%,130,0.692308,0.1
1031,75-100%,130,0.669231,0.169231
1039,0-25%,85,0.882353,0.070588
1039,25-50%,86,0.837209,0.209302
1039,50-75%,86,0.872093,0.05814
1039,75-100%,86,0.883721,0.093023
1042,0-25%,130,0.892308,0.107692
1042,25-50%,130,0.969231,0.138462
1042,50-75%,130,0.946154,0.169231
1042,75-100%,131,0.801527,0.221374
1052,0-25%,75,0.666667,0.16
1052,25-50%,76,0.684211,0.052632
1052,50-75%,76,0.789474,0.236842
1052,75-100%,76,0.828947,0.171053
1063,0-25%,61,0.360656,0.016393
1063,25-50%,61,0.557377,0.081967
1063,50-75%,61,0.57377,0.163934
1063,75-100%,61,0.459016,0.163934
1065,0-25%,95,0.821053,0.073684
1065,25-50%,95,0.747368,0.073684
1065,50-75%,95,0.884211,0.126316
1065,75-100%,95,0.915789,0.273684
1068,0-25%,71,0.478873,0.056338
1068,25-50%,71,0.56338,0.197183
1068,50-75%,71,0.873239,0.056338
1068,75-100%,71,0.577465,0.15493
1075,0-25%,134,0.873134,0.126866
1075,25-50%,134,0.850746,0.134328
1075,50-75%,134,0.91791,0.074627
1075,75-100%,134,0.902985,0.223881
1077,0-25%,58,0.517241,0.034483
1077,25-50%,59,0.610169,0.152542
1077,50-75%,58,0.603448,0.086207
1077,75-100%,59,0.644068,0.186441
1085,0-25%,80,0.975,0.0125
1085,25-50%,80,0.9375,0.1375
1085,50-75%,80,0.9125,0.05
1085,75-100%,81,0.851852,0.135802
1090,0-25%,69,0.826087,0.043478
1090,25-50%,69,0.782609,0.15942
1090,50-75%,69,0.826087,0.028986
1090,75-100%,70,0.842857,0.128571
1091,0-25%,110,0.863636,0.081818
1091,25-50%,110,0.845455,0.127273
1091,50-75%,110,0.872727,0.136364
1091,75-100%,110,0.945455,0.218182
1092,0-25%,70,0.257143,0.014286
1092,25-50%,71,0.084507,0.239437
1092,50-75%,71,0.183099,0.042254
1092,75-100%,71,0.197183,0.028169
1100,0-25%,78,0.910256,0.192308
1100,25-50%,79,0.911392,0.113924
1100,50-75%,78,0.897436,0.166667
1100,75-100%,79,0.962025,0.151899
1101,0-25%,88,0.931818,0.045455
1101,25-50%,89,0.932584,0.11236
1101,50-75%,89,0.932584,0.067416
1101,75-100%,89,0.752809,0.157303
1108,0-25%,82,0.45122,0.085366
1108,25-50%,82,0.597561,0.219512
1108,50-75%,82,0.829268,0.134146
1108,75-100%,83,0.650602,0.120482
1113,0-25%,127,0.755906,0.204724
1113,25-50%,128,0.789062,0.046875
1113,50-75%,128,0.835938,0.148438
1113,75-100%,128,0.609375,0.179688
1115,0-25%,103,0.68932,0.116505
1115,25-50%,104,0.576923,0.086538
1115,50-75%,104,0.625,0.057692
1115,75-100%,104,0.730769,0.221154
1126,0-25%,115,0.817391,0.095652
1126,25-50%,116,0.862069,0.103448
1126,50-75%,115,0.843478,0.104348
1126,75-100%,116,0.801724,0.215517
1130,0-25%,132,0.924242,0.113636
1130,25-50%,132,0.893939,0.151515
1130,50-75%,132,0.886364,0.121212
1130,75-100%,133,0.87218,0.240602
1131,0-25%,73,0.849315,0.041096
1131,25-50%,73,0.849315,0.082192
1131,50-75%,73,0.835616,0.123288
1131,75-100%,74,0.918919,0.162162
1135,0-25%,73,0.575342,0.150685
1135,25-50%,74,0.689189,0.081081
1135,50-75%,73,0.767123,0.150685
1135,75-100%,74,0.878378,0.22973
1136,0-25%,125,0.792,0.064
1136,25-50%,126,0.753968,0.150794
1136,50-75%,126,0.738095,0.103175
1136,75-100%,126,0.753968,0.230159
1143,0-25%,78,0.705128,0.076923
1143,25-50%,78,0.807692,0.141026
1143,50-75%,78,0.397436,0.192308
1143,75-100%,79,0.772152,0.139241
1145,0-25%,66,0.772727,0.045455
1145,25-50%,66,0.818182,0.166667
1145,50-75%,66,0.757576,0.060606
1145,75-100%,67,0.776119,0.029851
1153,0-25%,96,0.958333,0.052083
1153,25-50%,97,0.927835,0.195876
1153,50-75%,97,0.948454,0.092784
1153,75-100%,97,0.989691,0.092784
1154,0-25%,57,0.877193,0.105263
1154,25-50%,58,0.931034,0.155172
1154,50-75%,58,0.844828,0.103448
1154,75-100%,58,0.948276,0.051724
1158,0-25%,80,0.825,0.075
1158,25-50%,81,0.790123,0.17284
1158,50-75%,80,0.7,0.025
1158,75-100%,81,0.703704,0.197531
1160,0-25%,96,0.822917,0.083333
1160,25-50%,96,0.958333,0.104167
1160,50-75%,96,0.9375,0.0625
1160,75-100%,97,0.948454,0.195876
1161,0-25%,114,0.649123,0.078947
1161,25-50%,114,0.77193,0.114035
1161,50-75%,114,0.517544,0.140351
1161,75-100%,115,0.782609,0.173913
1162,0-25%,121,0.983471,0.115702
1162,25-50%,121,0.933884,0.132231
1162,50-75%,121,0.942149,0.173554
1162,75-100%,122,0.942623,0.270492
1163,0-25%,96,0.854167,0.114583
1163,25-50%,97,0.85567,0.103093
1163,50-75%,97,0.845361,0.123711
1163,75-100%,97,0.85567,0.123711
1164,0-25%,126,0.769841,0.079365
1164,25-50%,126,0.793651,0.087302
1164,50-75%,126,0.960317,0.134921
1164,75-100%,127,1.0,0.228346
1177,0-25%,160,0.8125,0.0625
1177,25-50%,160,0.825,0.15
1177,50-75%,160,0.9,0.11875
1177,75-100%,160,0.93125,0.20625
1178,0-25%,57,0.701754,0.140351
1178,25-50%,57,0.736842,0.035088
1178,50-75%,57,0.877193,0.070175
1178,75-100%,57,0.719298,0.192982
1181,0-25%,60,0.833333,0.116667
1181,25-50%,60,0.65,0.183333
1181,50-75%,60,0.883333,0.083333
1181,75-100%,60,0.916667,0.1
1189,0-25%,151,0.854305,0.18543
1189,25-50%,152,0.934211,0.138158
1189,50-75%,152,0.914474,0.072368
1189,75-100%,152,0.855263,0.197368
1197,0-25%,109,0.688073,0.091743
1197,25-50%,110,0.827273,0.1
1197,50-75%,109,0.862385,0.100917
1197,75-100%,110,0.754545,0.145455
1198,0-25%,81,0.82716,0.049383
1198,25-50%,81,0.962963,0.111111
1198,50-75%,81,0.950617,0.074074
1198,75-100%,82,0.939024,0.109756
1207,0-25%,84,0.869048,0.083333
1207,25-50%,84,0.964286,0.22619
1207,50-75%,84,0.916667,0.035714
1207,75-100%,84,0.761905,0.202381
1209,0-25%,67,0.567164,0.074627
1209,25-50%,67,0.761194,0.149254
1209,50-75%,67,0.597015,0.029851
1209,75-100%,67,0.597015,0.119403
1212,0-25%,78,0.961538,0.141026
1212,25-50%,79,0.962025,0.113924
1212,50-75%,78,0.948718,0.128205
1212,75-100%,79,0.987342,0.113924
1215,0-25%,79,0.746835,0.113924
1215,25-50%,80,0.6625,0.1125
1215,50-75%,79,0.78481,0.151899
1215,75-100%,80,0.7125,0.175
1216,0-25%,86,0.837209,0.127907
1216,25-50%,87,0.770115,0.068966
1216,50-75%,86,0.813953,0.162791
1216,75-100%,87,0.83908,0.08046
1225,0-25%,59,0.728814,0.169492
1225,25-50%,59,0.677966,0.067797
1225,50-75%,59,0.745763,0.186441
1225,75-100%,60,0.766667,0.1
1229,0-25%,56,0.857143,0.107143
1229,25-50%,56,0.928571,0.071429
1229,50-75%,56,0.875,0.071429
1229,75-100%,57,0.982456,0.175439
1230,0-25%,92,0.369565,0.141304
1230,25-50%,93,0.537634,0.075269
1230,50-75%,92,0.684783,0.25
1230,75-100%,93,0.268817,0.301075
1232,0-25%,118,0.771186,0.211864
1232,25-50%,118,0.855932,0.09322
1232,50-75%,118,0.754237,0.110169
1232,75-100%,118,0.822034,0.186441
1237,0-25%,67,0.746269,0.044776
1237,25-50%,68,0.926471,0.147059
1237,50-75%,67,0.835821,0.119403
1237,75-100%,68,0.852941,0.205882
1238,0-25%,95,0.884211,0.126316
1238,25-50%,96,0.854167,0.125
1238,50-75%,95,0.863158,0.126316
1238,75-100%,96,0.78125,0.260417
1239,0-25%,140,0.807143,0.078571
1239,25-50%,140,0.935714,0.185714
1239,50-75%,140,0.928571,0.057143
1239,75-100%,141,0.957447,0.092199
1241,0-25%,70,0.8,0.057143
1241,25-50%,70,0.914286,0.128571
1241,50-75%,70,0.928571,0.242857
1241,75-100%,71,0.915493,0.309859
1245,0-25%,104,0.480769,0.153846
1245,25-50%,104,0.798077,0.038462
1245,50-75%,104,0.817308,0.105769
1245,75-100%,104,0.836538,0.230769
1251,0-25%,63,0.952381,0.079365
1251,25-50%,63,0.968254,0.15873
1251,50-75%,63,0.873016,0.015873
1251,75-100%,63,0.777778,0.190476
1253,0-25%,91,0.659341,0.065934
1253,25-50%,91,0.692308,0.120879
1253,50-75%,91,0.604396,0.120879
1253,75-100%,92,0.543478,0.152174
1268,0-25%,63,0.936508,0.031746
1268,25-50%,64,0.84375,0.1875
1268,50-75%,63,0.920635,0.126984
1268,75-100%,64,0.828125,0.140625
1270,0-25%,72,0.888889,0.138889
1270,25-50%,72,0.972222,0.069444
1270,50-75%,72,0.972222,0.125
1270,75-100%,72,0.944444,0.166667
1274,0-25%,105,0.638095,0.095238
1274,25-50%,106,0.688679,0.132075
1274,50-75%,105,0.790476,0.104762
1274,75-100%,106,0.745283,0.169811
1278,0-25%,82,0.865854,0.097561
1278,25-50%,82,0.902439,0.182927
1278,50-75%,82,0.95122,0.060976
1278,75-100%,82,0.939024,0.170732
1280,0-25%,60,0.733333,0.066667
1280,25-50%,61,0.786885,0.180328
1280,50-75%,61,0.836066,0.163934
1280,75-100%,61,0.901639,0.229508
1283,0-25%,82,0.817073,0.121951
1283,25-50%,83,0.951807,0.180723
1283,50-75%,82,0.914634,0.097561
1283,75-100%,83,0.951807,0.156627
1285,0-25%,73,0.849315,0.109589
1285,25-50%,74,0.810811,0.135135
1285,50-75%,74,0.959459,0.148649
1285,75-100%,74,0.932432,0.27027
1290,0-25%,144,0.854167,0.131944
1290,25-50%,144,0.923611,0.111111
1290,50-75%,144,0.895833,0.076389
1290,75-100%,145,0.944828,0.2
1292,0-25%,76,0.684211,0.065789
1292,25-50%,76,0.802632,0.105263
1292,50-75%,76,0.881579,0.197368
1292,75-100%,77,0.844156,0.25974
1303,0-25%,58,0.62069,0.034483
1303,25-50%,59,0.847458,0.118644
1303,50-75%,58,0.793103,0.172414
1303,75-100%,59,0.627119,0.186441
1304,0-25%,86,0.290698,0.05814
1304,25-50%,87,0.528736,0.057471
1304,50-75%,87,0.586207,0.114943
1304,75-100%,87,0.793103,0.287356
1305,0-25%,92,0.934783,0.184783
1305,25-50%,92,0.98913,0.076087
1305,50-75%,92,0.956522,0.130435
1305,75-100%,93,0.978495,0.139785
1306,0-25%,142,0.873239,0.091549
1306,25-50%,142,0.901408,0.133803
1306,50-75%,142,0.887324,0.06338
1306,75-100%,143,0.937063,0.237762
1309,0-25%,75,0.693333,0.053333
1309,25-50%,75,0.96,0.08
1309,50-75%,75,0.986667,0.226667
1309,75-100%,75,0.906667,0.186667
1314,0-25%,94,0.797872,0.095745
1314,25-50%,95,0.936842,0.2
1314,50-75%,94,0.925532,0.010638
1314,75-100%,95,0.905263,0.168421
1320,0-25%,71,0.71831,0.169014
1320,25-50%,72,0.736111,0.041667
1320,50-75%,72,0.625,0.222222
1320,75-100%,72,0.833333,0.208333
1324,0-25%,133,0.902256,0.112782
1324,25-50%,133,0.917293,0.142857
1324,50-75%,133,0.887218,0.135338
1324,75-100%,133,0.827068,0.180451
1340,0-25%,121,0.760331,0.082645
1340,25-50%,122,0.836066,0.090164
1340,50-75%,122,0.877049,0.172131
1340,75-100%,122,0.844262,0.213115
1341,0-25%,126,0.968254,0.15873
1341,25-50%,127,0.952756,0.102362
1341,50-75%,126,0.984127,0.079365
1341,75-100%,127,0.992126,0.212598
1344,0-25%,60,0.583333,0.1
1344,25-50%,61,0.704918,0.016393
1344,50-75%,60,0.6,0.083333
1344,75-100%,61,0.704918,0.180328
1348,0-25%,62,0.645161,0.080645
1348,25-50%,63,0.619048,0.079365
1348,50-75%,63,0.825397,0.15873
1348,75-100%,63,0.825397,0.238095
1351,0-25%,77,0.909091,0.090909
1351,25-50%,77,0.948052,0.038961
1351,50-75%,77,0.909091,0.220779
1351,75-100%,77,0.896104,0.233766
1360,0-25%,69,0.782609,0.101449
1360,25-50%,69,0.884058,0.26087
1360,50-75%,69,0.768116,0.072464
1360,75-100%,69,0.927536,0.072464
1363,0-25%,77,0.922078,0.090909
1363,25-50%,78,0.987179,0.102564
1363,50-75%,78,0.987179,0.128205
1363,75-100%,78,1.0,0.230769
1365,0-25%,80,0.7625,0.15
1365,25-50%,81,0.753086,0.08642
1365,50-75%,80,0.4125,0.1
1365,75-100%,81,0.617284,0.098765
1381,0-25%,119,0.857143,0.07563
1381,25-50%,119,0.823529,0.067227
1381,50-75%,119,0.756303,0.12605
1381,75-100%,120,0.641667,0.25
1383,0-25%,60,0.766667,0.116667
1383,25-50%,61,0.704918,0.065574
1383,50-75%,60,0.883333,0.216667
1383,75-100%,61,0.770492,0.065574
1385,0-25%,80,0.9125,0.05
1385,25-50%,80,0.8625,0.1625
1385,50-75%,80,0.95,0.0875
1385,75-100%,81,0.901235,0.259259
1390,0-25%,71,0.788732,0.056338
1390,25-50%,72,0.722222,0.111111
1390,50-75%,72,0.958333,0.138889
1390,75-100%,72,0.75,0.138889
1396,0-25%,87,0.954023,0.172414
1396,25-50%,87,0.931034,0.057471
1396,50-75%,87,0.91954,0.218391
1396,75-100%,87,0.965517,0.16092
1397,0-25%,60,0.683333,0.033333
1397,25-50%,61,0.442623,0.098361
1397,50-75%,60,0.366667,0.2
1397,75-100%,61,0.377049,0.147541
1399,0-25%,75,0.96,0.226667
1399,25-50%,76,0.921053,0.105263
1399,50-75%,75,0.893333,0.186667
1399,75-100%,76,0.894737,0.105263
1400,0-25%,73,0.726027,0.09589
1400,25-50%,74,0.851351,0.108108
1400,50-75%,73,0.958904,0.09589
1400,75-100%,74,0.851351,0.27027
1401,0-25%,60,0.683333,0.0
1401,25-50%,61,0.557377,0.098361
1401,50-75%,60,0.6,0.333333
